"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","Index","FileName","Package","DataClumps","MessageChains","MiddleMan","SpeculativeGenerality","SwitchStatements","MessageChains","blank","comment","code","codeLines","bug"
"L66552","ProfileModelLoader.java","src/org/argouml/profile/ProfileModelLoader.java","L66542","1","0","2","0","5","48","375","src/org/argouml/profile/ProfileModelLoader.java","app","0","0","0","0","0","0","5","37","5","5","0"
"L66553","ProfileReference.java","src/org/argouml/profile/ProfileReference.java","L66542","1","0","4","0","21","77","376","src/org/argouml/profile/ProfileReference.java","app","0","0","0","0","0","0","8","47","21","21","0"
"L66554","ReaderModelLoader.java","src/org/argouml/profile/ReaderModelLoader.java","L66542","3","0","3","0","34","85","377","src/org/argouml/profile/ReaderModelLoader.java","app","0","0","0","0","0","0","12","38","34","34","0"
"L66555","ResourceModelLoader.java","src/org/argouml/profile/ResourceModelLoader.java","L66542","1","0","3","1","20","72","378","src/org/argouml/profile/ResourceModelLoader.java","app","0","1","0","0","0","0","11","40","20","20","0"
"L66556","StreamModelLoader.java","src/org/argouml/profile/StreamModelLoader.java","L66542","3","0","2","0","28","74","379","src/org/argouml/profile/StreamModelLoader.java","app","0","0","0","1","0","0","10","35","28","28","0"
"L66557","URLModelLoader.java","src/org/argouml/profile/URLModelLoader.java","L66542","6","0","3","0","50","105","380","src/org/argouml/profile/URLModelLoader.java","app","0","0","1","0","0","0","6","45","29","29","1"
"L66558","UserDefinedProfile.java","src/org/argouml/profile/UserDefinedProfile.java","L66542","23","0","9","1","195","341","381","src/org/argouml/profile/UserDefinedProfile.java","app","0","3","0","0","0","3","34","73","104","104","3"
"L66559","UserDefinedProfileHelper.java","src/org/argouml/profile/UserDefinedProfileHelper.java","L66542","17","0","3","0","68","131"
"L66560","UserProfileReference.java","src/org/argouml/profile/UserProfileReference.java","L66542","1","0","3","0","15","67","382","src/org/argouml/profile/UserProfileReference.java","app","0","0","0","0","0","0","7","44","15","15","0"
"L66561","ZipModelLoader.java","src/org/argouml/profile/ZipModelLoader.java","L66542","8","0","1","1","54","114","383","src/org/argouml/profile/ZipModelLoader.java","app","0","1","0","0","0","0","13","46","54","54","0"
"L66609","InitProfileSubsystem.java","src/org/argouml/profile/init/InitProfileSubsystem.java","L66608","1","0","2","0","14","61","364","src/org/argouml/profile/init/InitProfileSubsystem.java","app","0","0","1","0","0","0","5","31","8","8","3"
"L66610","ProfileLoader.java","src/org/argouml/profile/init/ProfileLoader.java","L66608","21","0","2","0","132","235"
"L66686","JavaFormatingStrategy.java","src/org/argouml/profile/internal/JavaFormatingStrategy.java","L66685","25","0","1","2","142","228","365","src/org/argouml/profile/internal/JavaFormatingStrategy.java","app","0","15","0","0","0","15","17","68","142","142","0"
"L66687","ModelUtils.java","src/org/argouml/profile/internal/ModelUtils.java","L66685","5","0","2","0","24","69","366","src/org/argouml/profile/internal/ModelUtils.java","app","0","4","0","0","0","4","9","35","24","24","0"
"L66688","ProfileJava.java","src/org/argouml/profile/internal/ProfileJava.java","L66685","3","0","1","3","64","116","367","src/org/argouml/profile/internal/ProfileJava.java","app","1","2","1","0","0","1","19","32","64","64","0"
"L66689","ProfileManagerImpl.java","src/org/argouml/profile/internal/ProfileManagerImpl.java","L66685","54","0","3","12","271","405","368","src/org/argouml/profile/internal/ProfileManagerImpl.java","app","0","4","0","0","0","0","66","45","214","214","9"
"L66690","ProfileMeta.java","src/org/argouml/profile/internal/ProfileMeta.java","L66685","3","0","2","2","39","86","369","src/org/argouml/profile/internal/ProfileMeta.java","app","0","0","0","0","0","0","11","33","39","39","1"
"L66691","ProfileUML.java","src/org/argouml/profile/internal/ProfileUML.java","L66685","3","0","1","4","65","116","370","src/org/argouml/profile/internal/ProfileUML.java","app","1","0","1","0","0","0","18","32","65","65","0"
"L66897","ProfilePropPanelFactory.java","src/org/argouml/profile/internal/ui/ProfilePropPanelFactory.java","L66896","2","0","1","1","13","47"
"L66898","PropPanelCritic.java","src/org/argouml/profile/internal/ui/PropPanelCritic.java","L66896","1","0","3","0","51","110"
"L67467","SequenceDiagramPropPanelFactory.java","src/org/argouml/proppanel/sequence2/SequenceDiagramPropPanelFactory.java","L67466","2","0","1","1","20","65","384","src/org/argouml/proppanel/sequence2/SequenceDiagramPropPanelFactory.java","app","0","0","0","0","0","0","7","37","20","20","0"
"L67204","GlassPane.java","src/org/argouml/swingext/GlassPane.java","L67203","17","0","4","0","95","195","385","src/org/argouml/swingext/GlassPane.java","app","0","0","0","1","0","0","27","71","93","93","0"
"L67205","JLinkButton.java","src/org/argouml/swingext/JLinkButton.java","L67203","23","0","4","2","160","253","386","src/org/argouml/swingext/JLinkButton.java","app","0","0","0","1","0","0","36","56","160","160","0"
"L67206","LeftArrowIcon.java","src/org/argouml/swingext/LeftArrowIcon.java","L67203","1","0","1","3","23","55","387","src/org/argouml/swingext/LeftArrowIcon.java","app","0","0","0","1","0","0","5","26","23","23","0"
"L67207","SpacerPanel.java","src/org/argouml/swingext/SpacerPanel.java","L67203","1","0","6","0","12","69","388","src/org/argouml/swingext/SpacerPanel.java","app","0","0","0","0","0","0","9","47","12","12","0"
"L67208","UpArrowIcon.java","src/org/argouml/swingext/UpArrowIcon.java","L67203","1","0","1","3","23","54","389","src/org/argouml/swingext/UpArrowIcon.java","app","0","0","0","1","0","0","4","26","23","23","0"
"L67428","ProgressEvent.java","src/org/argouml/taskmgmt/ProgressEvent.java","L67427","1","0","4","0","18","77","390","src/org/argouml/taskmgmt/ProgressEvent.java","app","0","0","0","0","0","0","9","49","18","18","0"
"L67429","ProgressListener.java","src/org/argouml/taskmgmt/ProgressListener.java","L67427","1","0","2","0","5","41","391","src/org/argouml/taskmgmt/ProgressListener.java","app","0","0","0","1","0","0","3","32","5","5","0"
"L67430","ProgressMonitor.java","src/org/argouml/taskmgmt/ProgressMonitor.java","L67427","1","0","9","0","11","101","392","src/org/argouml/taskmgmt/ProgressMonitor.java","app","0","0","0","0","0","0","12","77","11","11","0"
"L45057","AboutBox.java","src/org/argouml/ui/AboutBox.java","L45056","2","0","6","0","234","383","393","src/org/argouml/ui/AboutBox.java","app","0","3","1","1","0","0","44","104","234","234","0"
"L45058","AbstractArgoJPanel.java","src/org/argouml/ui/AbstractArgoJPanel.java","L45056","1","0","4","0","17","71","394","src/org/argouml/ui/AbstractArgoJPanel.java","app","0","0","0","1","0","0","4","49","17","17","0"
"L45059","ActionCreateContainedModelElement.java","src/org/argouml/ui/ActionCreateContainedModelElement.java","L45056","1","0","2","1","22","69","395","src/org/argouml/ui/ActionCreateContainedModelElement.java","app","0","0","0","1","0","0","10","36","22","22","0"
"L45060","ActionCreateEdgeModelElement.java","src/org/argouml/ui/ActionCreateEdgeModelElement.java","L45056","2","0","2","1","47","96","396","src/org/argouml/ui/ActionCreateEdgeModelElement.java","app","0","1","0","1","0","1","10","38","47","47","0"
"L45061","ActionExportXMI.java","src/org/argouml/ui/ActionExportXMI.java","L45056","4","0","3","0","49","98","397","src/org/argouml/ui/ActionExportXMI.java","app","0","4","0","1","0","3","10","38","49","49","0"
"L45062","ActionImportXMI.java","src/org/argouml/ui/ActionImportXMI.java","L45056","11","0","3","0","72","131","398","src/org/argouml/ui/ActionImportXMI.java","app","0","2","0","1","0","1","19","39","72","72","0"
"L45063","ActionProjectSettings.java","src/org/argouml/ui/ActionProjectSettings.java","L45056","2","0","3","0","21","69","399","src/org/argouml/ui/ActionProjectSettings.java","app","0","0","0","1","0","0","9","38","21","21","0"
"L45064","ActionRedo.java","src/org/argouml/ui/ActionRedo.java","L45056","1","0","3","1","19","66","400","src/org/argouml/ui/ActionRedo.java","app","0","2","1","1","0","2","9","37","19","19","0"
"L45065","ActionSettings.java","src/org/argouml/ui/ActionSettings.java","L45056","2","0","3","0","20","75","401","src/org/argouml/ui/ActionSettings.java","app","0","0","0","1","0","0","11","43","20","20","0"
"L45066","ActionUndo.java","src/org/argouml/ui/ActionUndo.java","L45056","1","0","3","1","19","66","402","src/org/argouml/ui/ActionUndo.java","app","0","2","1","1","0","2","9","37","19","19","0"
"L45067","ArgoJFontChooser.java","src/org/argouml/ui/ArgoJFontChooser.java","L45056","9","0","5","0","220","355","403","src/org/argouml/ui/ArgoJFontChooser.java","app","0","1","1","4","0","0","40","94","220","220","0"
"L45068","ArgoJMenu.java","src/org/argouml/ui/ArgoJMenu.java","L45056","5","0","5","0","55","131","404","src/org/argouml/ui/ArgoJMenu.java","app","0","0","0","0","0","0","10","65","55","55","0"
"L45069","ArgoStatusBar.java","src/org/argouml/ui/ArgoStatusBar.java","L45056","1","0","2","7","56","107","405","src/org/argouml/ui/ArgoStatusBar.java","app","0","0","1","2","0","0","15","35","56","56","0"
"L45070","ArgoToolbarManager.java","src/org/argouml/ui/ArgoToolbarManager.java","L45056","22","0","6","0","179","337","406","src/org/argouml/ui/ArgoToolbarManager.java","app","0","1","0","2","0","0","42","115","179","179","0"
"L45071","CheckboxTableModel.java","src/org/argouml/ui/CheckboxTableModel.java","L45056","12","0","9","0","60","137","407","src/org/argouml/ui/CheckboxTableModel.java","app","0","0","0","0","0","0","12","64","60","60","0"
"L45072","ChildGenSearch.java","src/org/argouml/ui/ChildGenSearch.java","L45056","4","0","2","0","25","71"
"L45073","Clarifier.java","src/org/argouml/ui/Clarifier.java","L45056","1","0","4","0","9","57","408","src/org/argouml/ui/Clarifier.java","app","0","0","0","0","0","0","5","42","9","9","0"
"L45074","CmdCreateNode.java","src/org/argouml/ui/CmdCreateNode.java","L45056","1","0","3","0","24","86","436","src/org/argouml/ui/CmdCreateNode.java","app","0","0","1","0","0","0","9","49","23","23","0"
"L45075","CmdSetMode.java","src/org/argouml/ui/CmdSetMode.java","L45056","1","0","11","0","56","175","437","src/org/argouml/ui/CmdSetMode.java","app","0","0","1","0","0","0","16","102","56","56","0"
"L45076","DetailsPane.java","src/org/argouml/ui/DetailsPane.java","L45056","60","0","25","0","356","684","438","src/org/argouml/ui/DetailsPane.java","app","0","2","0","6","0","1","70","253","356","356","3"
"L45077","DisplayTextTree.java","src/org/argouml/ui/DisplayTextTree.java","L45056","56","0","7","1","291","464","439","src/org/argouml/ui/DisplayTextTree.java","app","0","23","0","0","0","23","51","121","291","291","0"
"L45078","ExceptionDialog.java","src/org/argouml/ui/ExceptionDialog.java","L45056","4","0","6","1","125","251","440","src/org/argouml/ui/ExceptionDialog.java","app","0","2","1","2","0","0","29","96","125","125","0"
"L45079","FindDialog.java","src/org/argouml/ui/FindDialog.java","L45056","21","0","13","0","463","791","543","src/org/argouml/ui/FindDialog.java","app","0","53","0","4","0","50","101","221","464","464","0"
"L45081","GUI.java","src/org/argouml/ui/GUI.java","L45056","1","0","6","0","36","128","545","src/org/argouml/ui/GUI.java","app","0","0","1","0","0","0","14","77","36","36","0"
"L45080","GotoDialog.java","src/org/argouml/ui/GotoDialog.java","L45056","2","0","3","0","37","106","544","src/org/argouml/ui/GotoDialog.java","app","0","2","1","0","0","2","14","54","37","37","0"
"L45052","GridBagUtils.java","src/org/argouml/ui/GridBagUtils.java","L45051","4","0","14","0","95","306"
"L45082","HeapMonitor.java","src/org/argouml/ui/HeapMonitor.java","L45056","1","0","3","1","70","135","546","src/org/argouml/ui/HeapMonitor.java","app","0","1","0","1","0","0","24","40","70","70","0"
"L45083","HelpBox.java","src/org/argouml/ui/HelpBox.java","L45056","7","0","2","1","73","137","547","src/org/argouml/ui/HelpBox.java","app","0","1","0","0","0","0","20","44","73","73","1"
"L45084","HelpListener.java","src/org/argouml/ui/HelpListener.java","L45056","1","0","1","3","15","58","548","src/org/argouml/ui/HelpListener.java","app","0","0","1","1","0","0","8","34","15","15","0"
"L45085","JasonsBigTheme.java","src/org/argouml/ui/JasonsBigTheme.java","L45056","1","0","8","0","39","126","549","src/org/argouml/ui/JasonsBigTheme.java","app","1","0","0","0","0","0","19","67","39","39","0"
"L45086","JasonsHugeTheme.java","src/org/argouml/ui/JasonsHugeTheme.java","L45056","1","0","8","0","39","125","550","src/org/argouml/ui/JasonsHugeTheme.java","app","1","0","0","0","0","0","18","67","39","39","0"
"L45087","JasonsTheme.java","src/org/argouml/ui/JasonsTheme.java","L45056","1","0","8","0","39","125","551","src/org/argouml/ui/JasonsTheme.java","app","1","0","0","0","0","0","18","67","39","39","0"
"L45088","LoadSwingWorker.java","src/org/argouml/ui/LoadSwingWorker.java","L45056","2","0","5","0","40","102","552","src/org/argouml/ui/LoadSwingWorker.java","app","0","0","0","0","0","0","10","51","40","40","0"
"L45089","LookAndFeelMgr.java","src/org/argouml/ui/LookAndFeelMgr.java","L45056","47","0","18","0","237","503","553","src/org/argouml/ui/LookAndFeelMgr.java","app","0","8","0","0","0","0","58","207","237","237","0"
"L45090","MultiEditorPane.java","src/org/argouml/ui/MultiEditorPane.java","L45056","20","0","18","0","161","345","554","src/org/argouml/ui/MultiEditorPane.java","app","0","2","0","5","0","0","36","147","161","161","0"
"L45091","NavigatorPane.java","src/org/argouml/ui/NavigatorPane.java","L45056","2","0","0","0","57","123","555","src/org/argouml/ui/NavigatorPane.java","app","0","0","0","0","0","0","16","49","57","57","0"
"L45092","PerspectiveSupport.java","src/org/argouml/ui/PerspectiveSupport.java","L45056","3","0","11","0","54","176","556","src/org/argouml/ui/PerspectiveSupport.java","app","0","0","0","0","0","0","27","94","54","54","0"
"L45093","ProgressMonitorWindow.java","src/org/argouml/ui/ProgressMonitorWindow.java","L45056","5","0","9","2","85","173","558","src/org/argouml/ui/ProgressMonitorWindow.java","app","0","0","1","0","0","0","19","68","85","85","0"
